ref_area.label,source.label,indicator.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Level not stated,2014,,Unreliable,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Total,2014,5.641,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Less than basic,2014,1.412,Unreliable,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Basic,2014,3.769,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Intermediate,2014,6.059,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Advanced,2014,16.894,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2014,5.717,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Less than basic,2014,2.983,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Basic,2014,5.524,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2014,7.803,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Advanced,2014,14.495,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2014,5.952,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Less than basic,2014,3.74,Unreliable,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Basic,2014,5.947,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2014,14.835,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Total,2014,6.646,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Less than basic,2014,4.735,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Basic,2014,6.686,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Intermediate,2014,8.009,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Advanced,2014,8.206,Unreliable,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Total,2014,4.465,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Less than basic,2014,,Unreliable,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Basic,2014,3.303,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Intermediate,2014,5.744,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Advanced,2014,17.786,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2014,10.584,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Less than basic,2014,3.797,Unreliable,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Basic,2014,9.09,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2014,11.995,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Advanced,2014,17.514,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Level not stated,2014,,Unreliable,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2014,10.747,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Less than basic,2014,,Unreliable,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Basic,2014,10.275,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2014,13.697,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Total,2014,14.009,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Less than basic,2014,,Unreliable,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Basic,2014,13.273,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Intermediate,2014,15.125,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Advanced,2014,19.936,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Level not stated,2014,,Unreliable,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Total,2014,7.4,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Less than basic,2014,3.639,Unreliable,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Basic,2014,4.468,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Intermediate,2014,6.527,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Advanced,2014,16.333,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Niue,PC - Population Census,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Niue,PC - Population Census,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Niue,PC - Population Census,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Niue,PC - Population Census,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Niue,PC - Population Census,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Niue,PC - Population Census,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Niue,PC - Population Census,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Niue,PC - Population Census,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2024,6.945,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Less than basic,2024,11.528,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Basic,2024,10.806,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2024,6.051,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Advanced,2024,4.437,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2024,10.972,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Less than basic,2024,22.081,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Basic,2024,11.775,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2024,8.496,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Advanced,2024,16.207,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Total,2024,6.878,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Less than basic,2024,11.102,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Basic,2024,8.124,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Intermediate,2024,6.549,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Advanced,2024,6.792,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Total,2024,3.957,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Less than basic,2024,10.209,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Basic,2024,8.286,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Intermediate,2024,3.792,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Advanced,2024,3.184,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2024,7.041,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Less than basic,2024,12.847,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Basic,2024,10.801,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2024,5.878,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Advanced,2024,4.3,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2024,11.15,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Less than basic,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Basic,2024,12.345,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2024,7.109,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Advanced,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Total,2024,6.963,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Less than basic,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Basic,2024,7.328,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Intermediate,2024,7.085,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Advanced,2024,6.164,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Total,2024,4.012,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Less than basic,2024,10.773,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Basic,2024,7.448,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Intermediate,2024,3.443,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Advanced,2024,3.344,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2024,6.845,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Less than basic,2024,9.82,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Basic,2024,10.812,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2024,6.24,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Advanced,2024,4.55,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2024,10.786,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Less than basic,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Basic,2024,11.152,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2024,9.815,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Advanced,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Total,2024,6.791,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Less than basic,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Basic,2024,9.471,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Intermediate,2024,5.977,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Advanced,2024,7.241,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Total,2024,3.899,,,,Repository: ILO-STATISTICS - Micro data processing
Netherlands,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Less than basic,2024,9.42,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
