ref_area.label,source.label,indicator.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Level not stated,2021,10.035,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2021,2.903,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Less than basic,2021,3.006,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Basic,2021,2.465,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2021,5.88,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Advanced,2021,73.215,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Level not stated,2021,4.816,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Total,2021,6.512,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Less than basic,2021,3.764,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Basic,2021,4.939,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Intermediate,2021,9.504,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Advanced,2021,34.254,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Level not stated,2021,12.826,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Total,2021,4.716,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Less than basic,2021,3.269,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Basic,2021,3.575,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Intermediate,2021,8.612,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Advanced,2021,9.377,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Level not stated,2021,9.456,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2021,7.99,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Less than basic,2021,3.604,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Basic,2021,7.483,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2021,15.485,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Advanced,2021,22.857,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Level not stated,2021,15.588,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2021,5.522,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Less than basic,2021,5.743,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Basic,2021,4.487,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2021,10.988,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Advanced,2021,64.133,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Level not stated,2021,19.369,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Total,2021,10.894,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Less than basic,2021,4.055,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Basic,2021,9.103,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Intermediate,2021,18.573,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Advanced,2021,37.064,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Level not stated,2021,28.184,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Total,2021,7.347,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Less than basic,2021,2.532,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Basic,2021,9.688,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Intermediate,2021,14.978,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Advanced,2021,12.858,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Level not stated,2021,4.367,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2024,14.917,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Basic,2024,29.186,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2024,11.399,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Advanced,2024,9.408,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2024,26.622,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Basic,2024,29.491,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2024,14.885,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Total,2024,14.524,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Basic,2024,23.078,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Intermediate,2024,13.02,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Advanced,2024,15.169,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Total,2024,10.463,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Basic,2024,34.268,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Intermediate,2024,9.034,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Advanced,2024,8.551,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2024,15.626,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Basic,2024,27.785,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2024,11.919,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Advanced,2024,11.93,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2024,26.226,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Basic,2024,26.883,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2024,22.714,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Total,2024,16.371,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Basic,2024,23.369,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Intermediate,2024,13.488,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Advanced,2024,36.661,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Total,2024,11.523,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Basic,2024,36.413,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Intermediate,2024,9.584,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Advanced,2024,9.606,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2024,14.16,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Basic,2024,30.793,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2024,10.747,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Advanced,2024,7.845,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2024,26.956,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Basic,2024,31.888,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2024,10.355,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Total,2024,12.621,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Basic,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Intermediate,2024,12.541,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Advanced,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 20-24,Education (Aggregate levels): Level not stated,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Total,2024,9.182,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Basic,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Intermediate,2024,8.048,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Finland,LFS - EU Labour Force Survey,"Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 25-29,Education (Aggregate levels): Advanced,2024,7.843,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2024,12.232,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Basic,2024,11.672,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2024,13.817,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-29,Education (Aggregate levels): Advanced,2024,9.524,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2024,16.835,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Basic,2024,7.29,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2024,22.209,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 15-19,Education (Aggregate levels): Advanced,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Total,2024,16.456,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Basic,2024,16.137,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Intermediate,2024,17.437,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 20-24,Education (Aggregate levels): Advanced,2024,14.163,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Total,2024,8.1,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Basic,2024,10.044,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Intermediate,2024,8.612,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Total,Age (Youth bands): 25-29,Education (Aggregate levels): Advanced,2024,6.799,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2024,9.768,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Basic,2024,10.42,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2024,10.351,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-29,Education (Aggregate levels): Advanced,2024,8.008,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Total,2024,12.731,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Basic,2024,7.314,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Intermediate,2024,17.442,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 15-19,Education (Aggregate levels): Advanced,2024,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Total,2024,13.908,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Basic,2024,15.526,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Intermediate,2024,13.262,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 20-24,Education (Aggregate levels): Advanced,2024,14.03,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Total,2024,5.857,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Basic,2024,7.285,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Intermediate,2024,6.012,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Male,Age (Youth bands): 25-29,Education (Aggregate levels): Advanced,2024,4.906,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Total,2024,16.73,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Basic,2024,21.964,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Intermediate,2024,19.535,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey","Youth unemployment rate by sex, age and education (%)",Female,Age (Youth bands): 15-29,Education (Aggregate levels): Advanced,2024,11.377,,,,Repository: ILO-STATISTICS - Micro data processing
